Station Number,Station Name,Station Name,Station Name,Station Name of Snow,Station Name of Snow,Station Name of Snow,Latitude_Precipitation,Longitude_Precipitation,Altitude_Precipitation,Height of Anemometer,,,Latitude_Snow,Longitude_Snow,Altitude_Snow,Precipitation,Wind Speed,Temperature,Sunshine Duration,Depth of Snow Cover,,Humidity,Start Date,End Date,Old Station Number,Disconnection of Precipitation,Disconnection of Wind Speed,Disconnection of Temperature,Disconnection of Sunshine Duration,Disconnection of Depth of Snow Cover,,Disconnection of Humidity
11291,北見枝幸　　　　　　,ｷﾀﾐｴｻｼ         ,KITAMI-ESASHI                 ,北見枝幸　　　　　　,ｷﾀﾐｴｻｼ         ,KITAMI-ESASHI                 ,44.940,142.585,0007,016.9,     ,      ,44.940,142.585,0007,1,1,1,1,1, ,0,2008-03-26,2014-10-08,11291, 0, 4, 4, 0, 0,  , 0
11291,北見枝幸　　　　　　,ｷﾀﾐｴｻｼ         ,KITAMI-ESASHI                 ,北見枝幸　　　　　　,ｷﾀﾐｴｻｼ         ,KITAMI-ESASHI                 ,44.940,142.585,0007,017.2,     ,      ,44.940,142.585,0007,1,1,1,1,1, ,0,2014-10-09,2021-03-01,11291, 0, 0, 0, 0, 0,  , 0
11291,北見枝幸　　　　　　,ｷﾀﾐｴｻｼ         ,KITAMI-ESASHI                 ,北見枝幸　　　　　　,ｷﾀﾐｴｻｼ         ,KITAMI-ESASHI                 ,44.940,142.585,0007,017.2,     ,      ,44.940,142.585,0007,1,1,1,1,1, ,1,2021-03-02,9999-99-99,11291, 0, 0, 0, 0, 0,  , 0
11316,歌登　　　　　　　　,ｳﾀﾉﾎﾞﾘ         ,UTANOBORI                     ,　　　　　　　　　　,               ,                              ,44.842,142.480,0014,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1977-10-17,11316, 1, 1, 1, 1, 1,  , 1
11316,歌登　　　　　　　　,ｳﾀﾉﾎﾞﾘ         ,UTANOBORI                     ,　　　　　　　　　　,               ,                              ,44.842,142.480,0014,008.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1977-10-18,1982-10-14,11316, 0, 0, 0, 0, 0,  , 0
11316,歌登　　　　　　　　,ｳﾀﾉﾎﾞﾘ         ,UTANOBORI                     ,歌登　　　　　　　　,ｳﾀﾉﾎﾞﾘ         ,UTANOBORI                     ,44.842,142.480,0014,008.0,     ,      ,44.842,142.480,0014,1,1,1,1,1, ,0,1982-10-15,1986-06-04,11316, 0, 0, 0, 0, 0,  , 0
11316,歌登　　　　　　　　,ｳﾀﾉﾎﾞﾘ         ,UTANOBORI                     ,歌登　　　　　　　　,ｳﾀﾉﾎﾞﾘ         ,UTANOBORI                     ,44.842,142.480,0014,008.0,     ,      ,44.842,142.480,0014,1,1,1,1,1, ,0,1986-06-05,2009-09-17,11316, 0, 0, 0, 1, 0,  , 0
11316,歌登　　　　　　　　,ｳﾀﾉﾎﾞﾘ         ,UTANOBORI                     ,歌登　　　　　　　　,ｳﾀﾉﾎﾞﾘ         ,UTANOBORI                     ,44.842,142.480,0014,010.0,     ,      ,44.842,142.480,0014,1,1,1,1,1, ,0,2009-09-18,2021-03-01,11316, 0, 4, 4, 4, 0,  , 0
11316,歌登　　　　　　　　,ｳﾀﾉﾎﾞﾘ         ,UTANOBORI                     ,歌登　　　　　　　　,ｳﾀﾉﾎﾞﾘ         ,UTANOBORI                     ,44.842,142.480,0014,010.0,     ,      ,44.842,142.480,0014,1,1,1,2,1, ,0,2021-03-02,9999-99-99,11316, 0, 0, 0, 6, 0,  , 0
12011,中川　　　　　　　　,ﾅｶｶﾞﾜ          ,NAKAGAWA                      ,　　　　　　　　　　,               ,                              ,44.812,142.065,0018,008.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1977-10-19,1988-09-19,12011, 1, 1, 1, 1, 1,  , 1
12011,中川　　　　　　　　,ﾅｶｶﾞﾜ          ,NAKAGAWA                      ,　　　　　　　　　　,               ,                              ,44.828,142.077,0022,008.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1988-09-20,1990-06-03,12011, 0, 0, 0, 0, 0,  , 0
12011,中川　　　　　　　　,ﾅｶｶﾞﾜ          ,NAKAGAWA                      ,　　　　　　　　　　,               ,                              ,44.828,142.077,0022,008.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1990-06-04,2008-10-22,12011, 0, 0, 0, 1, 0,  , 0
12011,中川　　　　　　　　,ﾅｶｶﾞﾜ          ,NAKAGAWA                      ,　　　　　　　　　　,               ,                              ,44.828,142.077,0022,008.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-10-23,2009-10-25,12011, 0, 4, 4, 4, 0,  , 0
12011,中川　　　　　　　　,ﾅｶｶﾞﾜ          ,NAKAGAWA                      ,　　　　　　　　　　,               ,                              ,44.828,142.077,0022,010.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2009-10-26,2021-03-01,12011, 0, 0, 0, 0, 0,  , 0
12011,中川　　　　　　　　,ﾅｶｶﾞﾜ          ,NAKAGAWA                      ,　　　　　　　　　　,               ,                              ,44.828,142.077,0022,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,2024-09-18,12011, 0, 0, 0, 6, 0,  , 0
12011,中川　　　　　　　　,ﾅｶｶﾞﾜ          ,NAKAGAWA                      ,　　　　　　　　　　,               ,                              ,44.828,142.077,0022,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,1,2024-09-19,9999-99-99,12011, 0, 0, 0, 0, 0,  , 0
12041,音威子府　　　　　　,ｵﾄｲﾈｯﾌﾟ        ,OTOINEPPU                     ,　　　　　　　　　　,               ,                              ,44.727,142.265,0040,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1977-10-17,1982-10-14,12041, 1, 1, 1, 1, 1,  , 1
12041,音威子府　　　　　　,ｵﾄｲﾈｯﾌﾟ        ,OTOINEPPU                     ,音威子府　　　　　　,ｵﾄｲﾈｯﾌﾟ        ,OTOINEPPU                     ,44.727,142.265,0040,006.5,     ,      ,44.727,142.265,0040,1,1,1,1,1, ,0,1982-10-15,1986-05-26,12041, 0, 0, 0, 0, 0,  , 0
12041,音威子府　　　　　　,ｵﾄｲﾈｯﾌﾟ        ,OTOINEPPU                     ,音威子府　　　　　　,ｵﾄｲﾈｯﾌﾟ        ,OTOINEPPU                     ,44.727,142.265,0040,006.5,     ,      ,44.727,142.265,0040,1,1,1,1,1, ,0,1986-05-27,2006-10-26,12041, 0, 0, 0, 1, 0,  , 0
12041,音威子府　　　　　　,ｵﾄｲﾈｯﾌﾟ        ,OTOINEPPU                     ,音威子府　　　　　　,ｵﾄｲﾈｯﾌﾟ        ,OTOINEPPU                     ,44.727,142.265,0040,010.0,     ,      ,44.727,142.265,0040,1,1,1,1,1, ,0,2006-10-27,2008-09-18,12041, 0, 0, 0, 4, 0,  , 0
12041,音威子府　　　　　　,ｵﾄｲﾈｯﾌﾟ        ,OTOINEPPU                     ,音威子府　　　　　　,ｵﾄｲﾈｯﾌﾟ        ,OTOINEPPU                     ,44.727,142.265,0040,010.0,     ,      ,44.727,142.265,0040,1,1,1,1,1, ,0,2008-09-19,2021-03-01,12041, 0, 4, 4, 0, 0,  , 0
12041,音威子府　　　　　　,ｵﾄｲﾈｯﾌﾟ        ,OTOINEPPU                     ,音威子府　　　　　　,ｵﾄｲﾈｯﾌﾟ        ,OTOINEPPU                     ,44.727,142.265,0040,010.0,     ,      ,44.727,142.265,0040,1,1,1,2,1, ,0,2021-03-02,2023-09-25,12041, 0, 0, 0, 6, 0,  , 0
12041,音威子府　　　　　　,ｵﾄｲﾈｯﾌﾟ        ,OTOINEPPU                     ,音威子府　　　　　　,ｵﾄｲﾈｯﾌﾟ        ,OTOINEPPU                     ,44.727,142.265,0040,009.9,     ,      ,44.727,142.265,0040,1,1,1,2,1, ,1,2023-09-26,9999-99-99,12041, 0, 0, 0, 0, 0,  , 0
12066,小車　　　　　　　　,ｵｸﾞﾙﾏ          ,OGURUMA                       ,　　　　　　　　　　,               ,                              ,44.608,142.295,0060,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,2005-11-09,9999-99-99,12066, 1, 1, 1, 1, 1,  , 1
12141,美深　　　　　　　　,ﾋﾞﾌｶ           ,BIFUKA                        ,　　　　　　　　　　,               ,                              ,44.480,142.342,0077,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1977-10-13,12141, 1, 1, 1, 1, 1,  , 1
12141,美深　　　　　　　　,ﾋﾞﾌｶ           ,BIFUKA                        ,　　　　　　　　　　,               ,                              ,44.480,142.342,0077,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1977-10-14,1983-09-29,12141, 0, 0, 0, 0, 0,  , 0
12141,美深　　　　　　　　,ﾋﾞﾌｶ           ,BIFUKA                        ,美深　　　　　　　　,ﾋﾞﾌｶ           ,BIFUKA                        ,44.480,142.342,0077,006.5,     ,      ,44.480,142.342,0077,1,1,1,1,1, ,0,1983-09-30,1988-06-01,12141, 0, 0, 0, 0, 0,  , 0
12141,美深　　　　　　　　,ﾋﾞﾌｶ           ,BIFUKA                        ,美深　　　　　　　　,ﾋﾞﾌｶ           ,BIFUKA                        ,44.480,142.342,0077,006.5,     ,      ,44.480,142.342,0077,1,1,1,1,1, ,0,1988-06-02,2009-09-14,12141, 0, 0, 0, 1, 0,  , 0
12141,美深　　　　　　　　,ﾋﾞﾌｶ           ,BIFUKA                        ,美深　　　　　　　　,ﾋﾞﾌｶ           ,BIFUKA                        ,44.480,142.342,0077,010.0,     ,      ,44.480,142.342,0077,1,1,1,1,1, ,0,2009-09-15,2021-03-01,12141, 0, 4, 4, 4, 0,  , 0
12141,美深　　　　　　　　,ﾋﾞﾌｶ           ,BIFUKA                        ,美深　　　　　　　　,ﾋﾞﾌｶ           ,BIFUKA                        ,44.480,142.342,0077,010.0,     ,      ,44.480,142.342,0077,1,1,1,2,1, ,0,2021-03-02,9999-99-99,12141, 0, 0, 0, 6, 0,  , 0
12151,ピヤシリ山　　　　　,ﾋﾟﾔｼﾘﾔﾏ        ,PIYASHIRIYAMA                 ,　　　　　　　　　　,               ,                              ,44.435,142.582,0980,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,2005-11-09,12151, 1, 1, 1, 1, 1,  , 1
12181,名寄　　　　　　　　,ﾅﾖﾛ            ,NAYORO                        ,　　　　　　　　　　,               ,                              ,44.370,142.457,0089,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1976-03-31,12181, 1, 1, 1, 1, 1,  , 1
12181,名寄　　　　　　　　,ﾅﾖﾛ            ,NAYORO                        ,　　　　　　　　　　,               ,                              ,44.370,142.457,0089,011.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1976-04-01,1979-10-30,12181, 0, 0, 0, 0, 0,  , 0
12181,名寄　　　　　　　　,ﾅﾖﾛ            ,NAYORO                        ,名寄　　　　　　　　,ﾅﾖﾛ            ,NAYORO                        ,44.370,142.457,0089,011.0,     ,      ,44.370,142.457,0089,1,1,1,1,1, ,0,1979-10-31,1989-11-07,12181, 0, 0, 0, 0, 0,  , 0
12181,名寄　　　　　　　　,ﾅﾖﾛ            ,NAYORO                        ,名寄　　　　　　　　,ﾅﾖﾛ            ,NAYORO                        ,44.370,142.457,0089,011.0,     ,      ,44.370,142.457,0089,1,1,1,1,1, ,0,1989-11-08,2005-11-03,12181, 0, 0, 0, 1, 0,  , 0
12181,名寄　　　　　　　　,ﾅﾖﾛ            ,NAYORO                        ,名寄　　　　　　　　,ﾅﾖﾛ            ,NAYORO                        ,44.370,142.457,0089,008.0,     ,      ,44.370,142.457,0089,1,1,1,1,1, ,0,2005-11-04,2008-09-29,12181, 0, 0, 0, 4, 0,  , 0
12181,名寄　　　　　　　　,ﾅﾖﾛ            ,NAYORO                        ,名寄　　　　　　　　,ﾅﾖﾛ            ,NAYORO                        ,44.370,142.457,0089,008.0,     ,      ,44.370,142.457,0089,1,1,1,1,1, ,0,2008-09-30,2021-03-01,12181, 0, 4, 4, 0, 0,  , 0
12181,名寄　　　　　　　　,ﾅﾖﾛ            ,NAYORO                        ,名寄　　　　　　　　,ﾅﾖﾛ            ,NAYORO                        ,44.370,142.457,0089,008.0,     ,      ,44.370,142.457,0089,1,1,1,2,1, ,0,2021-03-02,2021-06-22,12181, 0, 0, 0, 6, 0,  , 0
12181,名寄　　　　　　　　,ﾅﾖﾛ            ,NAYORO                        ,名寄　　　　　　　　,ﾅﾖﾛ            ,NAYORO                        ,44.370,142.457,0089,010.0,     ,      ,44.370,142.457,0089,1,1,1,2,1, ,0,2021-06-23,2021-09-15,12181, 0, 0, 0, 0, 0,  , 0
12181,名寄　　　　　　　　,ﾅﾖﾛ            ,NAYORO                        ,名寄　　　　　　　　,ﾅﾖﾛ            ,NAYORO                        ,44.370,142.457,0089,009.9,     ,      ,44.370,142.457,0089,1,1,1,2,1, ,1,2021-09-16,9999-99-99,12181, 0, 0, 0, 0, 0,  , 0
12216,雨竜　　　　　　　　,ｳﾘｭｳ           ,URYU                          ,　　　　　　　　　　,               ,                              ,44.268,142.298,0360,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1998-03-30,12216, 1, 1, 1, 1, 1,  , 1
12216,雨竜　　　　　　　　,ｳﾘｭｳ           ,URYU                          ,　　　　　　　　　　,               ,                              ,44.285,142.298,0360,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1998-03-31,2000-11-30,12216, 0, 0, 0, 0, 0,  , 0
12216,西風連　　　　　　　,ﾆｼﾌｳﾚﾝ         ,NISHIFUREN                    ,　　　　　　　　　　,               ,                              ,44.285,142.298,0360,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,2000-12-01,2005-11-08,12216, 0, 0, 0, 0, 0,  , 0
12217,西風連　　　　　　　,ﾆｼﾌｳﾚﾝ         ,NISHIFUREN                    ,　　　　　　　　　　,               ,                              ,44.295,142.358,0128,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,2005-11-08,9999-99-99,12217, 1, 1, 1, 1, 1,  , 1
12231,下川　　　　　　　　,ｼﾓｶﾜ           ,SHIMOKAWA                     ,　　　　　　　　　　,               ,                              ,44.302,142.623,0140,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1977-10-13,12231, 1, 1, 1, 1, 1,  , 1
12231,下川　　　　　　　　,ｼﾓｶﾜ           ,SHIMOKAWA                     ,　　　　　　　　　　,               ,                              ,44.302,142.623,0140,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1977-10-14,1983-09-29,12231, 0, 0, 0, 0, 0,  , 0
12231,下川　　　　　　　　,ｼﾓｶﾜ           ,SHIMOKAWA                     ,下川　　　　　　　　,ｼﾓｶﾜ           ,SHIMOKAWA                     ,44.302,142.623,0140,006.5,     ,      ,44.302,142.623,0140,1,1,1,1,1, ,0,1983-09-30,1987-06-08,12231, 0, 0, 0, 0, 0,  , 0
12231,下川　　　　　　　　,ｼﾓｶﾜ           ,SHIMOKAWA                     ,下川　　　　　　　　,ｼﾓｶﾜ           ,SHIMOKAWA                     ,44.302,142.623,0140,006.5,     ,      ,44.302,142.623,0140,1,1,1,1,1, ,0,1987-06-09,2009-09-17,12231, 0, 0, 0, 1, 0,  , 0
12231,下川　　　　　　　　,ｼﾓｶﾜ           ,SHIMOKAWA                     ,下川　　　　　　　　,ｼﾓｶﾜ           ,SHIMOKAWA                     ,44.302,142.623,0140,010.0,     ,      ,44.302,142.623,0140,1,1,1,1,1, ,0,2009-09-18,2017-11-06,12231, 0, 4, 4, 4, 0,  , 0
12231,下川　　　　　　　　,ｼﾓｶﾜ           ,SHIMOKAWA                     ,下川　　　　　　　　,ｼﾓｶﾜ           ,SHIMOKAWA                     ,44.295,142.637,0143,010.0,     ,      ,44.295,142.637,0143,1,1,1,1,1, ,0,2017-11-07,2021-03-01,12231, 0, 0, 0, 0, 0,  , 0
12231,下川　　　　　　　　,ｼﾓｶﾜ           ,SHIMOKAWA                     ,下川　　　　　　　　,ｼﾓｶﾜ           ,SHIMOKAWA                     ,44.295,142.637,0143,010.0,     ,      ,44.295,142.637,0143,1,1,1,2,1, ,0,2021-03-02,9999-99-99,12231, 0, 0, 0, 6, 0,  , 0
12256,剣淵　　　　　　　　,ｹﾝﾌﾞﾁ          ,KENBUCHI                      ,　　　　　　　　　　,               ,                              ,44.107,142.353,0138,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,2005-11-10,9999-99-99,12256, 1, 1, 1, 1, 1,  , 1
12261,士別　　　　　　　　,ｼﾍﾞﾂ           ,SHIBETSU                      ,　　　　　　　　　　,               ,                              ,44.188,142.410,0135,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,1977-10-12,12261, 1, 1, 1, 1, 1,  , 1
12261,士別　　　　　　　　,ｼﾍﾞﾂ           ,SHIBETSU                      ,　　　　　　　　　　,               ,                              ,44.188,142.410,0135,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1977-10-13,1990-06-12,12261, 0, 0, 0, 0, 0,  , 0
12261,士別　　　　　　　　,ｼﾍﾞﾂ           ,SHIBETSU                      ,　　　　　　　　　　,               ,                              ,44.188,142.410,0135,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1990-06-13,2001-11-14,12261, 0, 0, 0, 1, 0,  , 0
12261,士別　　　　　　　　,ｼﾍﾞﾂ           ,SHIBETSU                      ,　　　　　　　　　　,               ,                              ,44.187,142.417,0135,008.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2001-11-15,2008-10-27,12261, 0, 0, 0, 0, 0,  , 0
12261,士別　　　　　　　　,ｼﾍﾞﾂ           ,SHIBETSU                      ,　　　　　　　　　　,               ,                              ,44.187,142.417,0135,008.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-10-28,2021-03-01,12261, 0, 4, 4, 4, 0,  , 0
12261,士別　　　　　　　　,ｼﾍﾞﾂ           ,SHIBETSU                      ,　　　　　　　　　　,               ,                              ,44.187,142.417,0135,008.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,9999-99-99,12261, 0, 0, 0, 6, 0,  , 0
12266,朝日　　　　　　　　,ｱｻﾋ            ,ASAHI                         ,　　　　　　　　　　,               ,                              ,44.118,142.595,0225,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1977-10-13,1988-05-29,12271, 0, 0, 0, 0, 0,  , 0
12266,朝日　　　　　　　　,ｱｻﾋ            ,ASAHI                         ,　　　　　　　　　　,               ,                              ,44.118,142.595,0225,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,1988-05-30,2008-11-27,12266, 0, 0, 0, 1, 0,  , 0
12266,朝日　　　　　　　　,ｱｻﾋ            ,ASAHI                         ,　　　　　　　　　　,               ,                              ,44.118,142.595,0225,006.5,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2008-11-28,2009-10-15,12266, 0, 4, 4, 4, 0,  , 0
12266,朝日　　　　　　　　,ｱｻﾋ            ,ASAHI                         ,　　　　　　　　　　,               ,                              ,44.118,142.595,0225,010.0,     ,      ,      ,       ,    ,1,1,1,1,0, ,0,2009-10-16,2021-03-01,12266, 0, 0, 0, 0, 0,  , 0
12266,朝日　　　　　　　　,ｱｻﾋ            ,ASAHI                         ,　　　　　　　　　　,               ,                              ,44.118,142.595,0225,010.0,     ,      ,      ,       ,    ,1,1,1,2,0, ,0,2021-03-02,9999-99-99,12266, 0, 0, 0, 6, 0,  , 0
12271,朝日　　　　　　　　,ｱｻﾋ            ,ASAHI                         ,　　　　　　　　　　,               ,                              ,44.118,142.595,0205,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1975-05-27,1977-10-12,12271, 1, 1, 1, 1, 1,  , 1
12291,犬牛別峠　　　　　　,ｲﾇｳｼﾍﾞﾂﾄｳｹﾞ    ,INUUSHIBETSUTOGE              ,　　　　　　　　　　,               ,                              ,44.070,142.270,0410,     ,     ,      ,      ,       ,    ,1,0,0,0,0, ,0,1974-11-01,2005-11-10,12291, 1, 1, 1, 1, 1,  , 1
